ファイル名,行数,文言（オリジナル）,文言（翻訳）
Review_EN.txt,17,"Graphically, this game is an outrage. It hardly gets any uglier than this!",
Review_EN.txt,18,These graphics are utter rubbish.,
Review_EN.txt,19,My three-year-old daughter can make better graphics than this.,
Review_EN.txt,20,A game where it's better to keep the screen off.,
Review_EN.txt,21,Is there a law that allows you to get compensation for pain and suffering because of bad graphics?,
Review_EN.txt,22,This is not a graphic. Those are broken pixels.,
Review_EN.txt,23,The game shows us that graphic designers should learn some art skills first.,
Review_EN.txt,24,The only thing that can be credited to the graphics: It uses pixels. But the wrong ones.,
Review_EN.txt,25,I don't know what hurts the eye more: Tabasco or these graphics.,
Review_EN.txt,26,[END],
Review_EN.txt,27,,
Review_EN.txt,28,[SOUND_10],
Review_EN.txt,29,The music and sound background is an insult to the ears!,
Review_EN.txt,30,The sound: The horrible beeping from the speakers is annoying throughout.,
Review_EN.txt,31,There are hardly any sound effects. Fortunately! Since the soundtrack already sounds annoying.,
Review_EN.txt,32,About the sound: Caution! This game can cause hearing damage!,
Review_EN.txt,33,You can only laugh at the ridiculous sound effects.,
Review_EN.txt,34,The sound of a drill is a soothing sound compared to this.,
Review_EN.txt,35,"Regarding the sound, we can only recommend: Turn it off!",
Review_EN.txt,36,As for the sound: Beethoven and Mozart cover their ears in their graves.,
Review_EN.txt,37,I am not sure if the sea of noise from the speakers is really music at all.,
Review_EN.txt,38,Whoever made the sound: Don't ever do that again!,
Review_EN.txt,39,The sound violates the Geneva Conventions. Terrible!,
Review_EN.txt,40,Five minutes exposure to the sound feels like whiplash.,
Review_EN.txt,41,Do you know the sound of fingernails on a blackboard? The sounds of this game are similar to that.,
Review_EN.txt,42,[END],
Review_EN.txt,43,,
Review_EN.txt,44,[CONTROL_10],
Review_EN.txt,45,The controls are far too complicated and inaccurate. Unbearable!,
Review_EN.txt,46,You can only shake your head at the controls. I am speechless!,
Review_EN.txt,47,I would write something about the controls. But the game is unplayable!,
Review_EN.txt,48,The terrible controls are simply a disaster. Frustration guaranteed!,
Review_EN.txt,49,The extremely miserable controls make the game hard to approach.,
Review_EN.txt,50,A word about the controls. It is easier to perform a handstand while using a urinal.,
Review_EN.txt,51,It is clear that the developers do not understand the meaning of input devices.,
Review_EN.txt,52,You have more control over a wild bull than over the game. Really bad controls.,
Review_EN.txt,53,You know what the most critical part of a game is? Perhaps being able to actually play it?,
Review_EN.txt,54,Whoever understands and masters these controls deserves a doctorate. Really unplayable!,
Review_EN.txt,55,This control is so bad that I grew 100 gray hairs during the review.,
Review_EN.txt,56,The controls feel like trying to bring the sinking Titanic ashore.,
Review_EN.txt,57,The controls are a modern form of torture! Who programmed this?,
Review_EN.txt,58,[END],
Review_EN.txt,59,,
Review_EN.txt,60,[TOTAL_10],
Review_EN.txt,61,The game is a disaster! For me it is one of the worst games of the year.,
Review_EN.txt,62,My conclusion: Keep your hands off this uninspired work!,
Review_EN.txt,63,In the end: This game is just piss-poor!,
Review_EN.txt,64,You don't even want this game as a gift. The joke of the year!,
Review_EN.txt,65,This game is the flop of the month for me!,
Review_EN.txt,66,This title is simply a disaster. Not worth the money!,
Review_EN.txt,67,Last year I got a tax audit. That was more fun than this game.,
Review_EN.txt,68,This game is a great gift if you want to get rid of friends.,
Review_EN.txt,69,The developer shows a creative way to ruin yourself with this game.,
Review_EN.txt,70,There is no reason to play this game. Horrible!,
Review_EN.txt,71,Conclusion: The game shows that computer games are not always art. Sometimes they are just junk.,
Review_EN.txt,72,The game is a clinic on how to become the laughing stock of the industry.,
Review_EN.txt,73,"You should not sell this game, but bury it. Very deep!",
Review_EN.txt,74,"Are you serious, developers? Have you ever played anything? This is garbage!",
Review_EN.txt,75,"The game is so cruel, it could become a running gag.",
Review_EN.txt,76,A game that makes even game testers rethink their career choice. It is torture.,
Review_EN.txt,77,Whoever programmed this sorry heap of code ought to be ashamed of themselves.,
Review_EN.txt,78,[END],
Review_EN.txt,79,,
Review_EN.txt,80,[GAMEPLAY_20],
Review_EN.txt,81,"As for the gameplay, it's not fun!",
Review_EN.txt,82,The monotonous and boring gameplay is just no fun!,
Review_EN.txt,83,The immature gameplay bored me from the first minute.,
Review_EN.txt,84,The gameplay is said to be far too primitive and the plot soporific.,
Review_EN.txt,85,The plot is terribly boring and the overall gameplay is soporific.,
Review_EN.txt,86,"Try 52 pickup, its far more satisfying than this gameplay.",
Review_EN.txt,87,"If I claim the gameplay is bad, then that's a lie. Because it is extremely bad!",
Review_EN.txt,88,"As for the gameplay, someone needs to go back to school.",
Review_EN.txt,89,The gameplay is as bad as the plot. You can't do that to anyone.,
Review_EN.txt,90,Watching a 24 hour chess tournament marathon is more exciting than this gameplay.,
Review_EN.txt,91,The game is pure boredom! The gameplay is as fun as athlete's foot.,
Review_EN.txt,92,The gameplay is really lousy. With the plot you can put coffee to sleep.,
Review_EN.txt,93,"When you develop a game, you should also think about the gameplay. Unfortunately, nobody did that here.",
Review_EN.txt,94,[END],
Review_EN.txt,95,,
Review_EN.txt,96,[GRAPHIC_20],
Review_EN.txt,97,The graphics are hopelessly outdated and no longer meet today's standards.,
Review_EN.txt,98,The loveless and ugly graphics can't keep up with the competition.,
Review_EN.txt,99,The very simple graphics do not motivate one to continue playing.,
Review_EN.txt,100,"The graphics are a disaster! Unloving, outdated and ugly.",
Review_EN.txt,101,The remarkably ugly graphics are far below the genre average.,
Review_EN.txt,102,Graphics? What graphics?,
Review_EN.txt,103,The graphics look as visually impressive as a dog pile.,
Review_EN.txt,104,What is offered graphically is a cheek. Really bad!,
Review_EN.txt,105,Cave painting still seems modern against these graphics.,
Review_EN.txt,106,The graphics look like someone filled a balloon with paint and threw it against the screen.,
Review_EN.txt,107,It seems that the graphic designers were drunk during development.,
Review_EN.txt,108,The graphics of the game remind me of a roadkill frog. Not pretty to look at!,
Review_EN.txt,109,The graphics were probably made during coffee breaks. I can't explain the quality any other way.,
Review_EN.txt,110,The graphics are so bad that even circles look like rectangles.,
Review_EN.txt,111,The highlight of the graphics is the black screen before you turn it on. From then on it goes downhill.,
Review_EN.txt,112,The graphic staging is amateurish. The developers should have put more effort into it.,
Review_EN.txt,113,[END],
Review_EN.txt,114,,
Review_EN.txt,115,[SOUND_20],
Review_EN.txt,116,"With the unbearable music, you should immediately turn down the volume control.",
Review_EN.txt,117,The sound effects are not a source of joy. My advice: Turn it off!,
Review_EN.txt,118,The sound effects are some of the worst I've heard lately.,
Review_EN.txt,119,"The digitized sound effects are, to put it nicely, ""Lousy"". There is nothing more to say.",
Review_EN.txt,120,The sound effects sound very amateurish.,
Review_EN.txt,121,The miserable sound effects simply sound like a bad dream!,
Review_EN.txt,122,Were you once torn from your most beautiful dreams by a tin drum? That's about what the sound is like.,
Review_EN.txt,123,About the sound: It would have been better if there were no sound effects.,
Review_EN.txt,124,A few words about the sound: Some call it music. The rest call it torture.,
Review_EN.txt,125,The developer has invented a new music style: Screech! There is nothing more to say about the sound.,
Review_EN.txt,126,If you have spent a lot of money on sound hardware: Avoid this game!,
Review_EN.txt,127,"Something positive about the sound: Tones come out of the speakers. Unfortunately, the wrong ones.",
Review_EN.txt,128,Worst Sound Ever.,
Review_EN.txt,129,My toilet flushing sounds better than the game's soundtrack. Very very bad!,
Review_EN.txt,130,[END],
Review_EN.txt,131,,
Review_EN.txt,132,[CONTROL_20],
Review_EN.txt,133,The controls are simply ridiculous. Not playable!,
Review_EN.txt,134,The controls are just extremely imprecise and horrible! ,
Review_EN.txt,135,The consistently inaccurate controls make you despair. This is no way to have fun!,
Review_EN.txt,136,The imprecise controls are a real failure. More work should have been put into this.,
Review_EN.txt,137,"Unfortunately, I have to say that the controls are a total failure. Frustration quickly sets in here!",
Review_EN.txt,138,The controls are out of this world. So lousy that it can't be made for humans.,
Review_EN.txt,139,The control is only something for people with a lot of patience. All others will despair!,
Review_EN.txt,140,"Unfortunately, I was not able to test the game extensively, because the controls are really bad!",
Review_EN.txt,141,The controls make you want to bang the controller against the wall. Frustrating!,
Review_EN.txt,142,"Unfortunately, the fun stops with the game's controls. So imprecise that I doubted my abilities.",
Review_EN.txt,143,The extremely imprecise controls are comparable to a car without a steering wheel. The developers have failed here!,
Review_EN.txt,144,[END],
Review_EN.txt,145,,
Review_EN.txt,146,[TOTAL_20],
Review_EN.txt,147,Anyone who plays this game for more than 15 minutes deserves a medal!,
Review_EN.txt,148,My tip: Hands off this work!,
Review_EN.txt,149,"This game is not worth the money, because boredom is guaranteed!",
Review_EN.txt,150,"In my estimation, this game will be a flop!",
Review_EN.txt,151,"My conclusion: If you haven't heard of this game, you certainly haven't missed anything.",
Review_EN.txt,152,The conclusion: this superfluous game will not make anyone happy!,
Review_EN.txt,153,My tip: Charge money for playing this game.,
Review_EN.txt,154,You have too much money? Throw it out the window. It's more fun than this game.,
Review_EN.txt,155,Conclusion: There are many great games. This game is not one of them.,
Review_EN.txt,156,Root canal or this game? Root canal! Without anesthesia.,
Review_EN.txt,157,A must buy - if you want to torture yourself.,
Review_EN.txt,158,You should buy this game only if you still have space in your trash can.,
Review_EN.txt,159,I am sure that already by tomorrow no one will remember the game. Horrifying!,
Review_EN.txt,160,Do you know what is really fun about this game? Nothing!,
Review_EN.txt,161,"If you drop a dumbbell on your foot, you will have more fun than with this game.",
Review_EN.txt,162,The developers should be ashamed of this game. The stinker of the month!,
Review_EN.txt,163,The developer probably just wanted to make a quick buck and not develop a good game. Garbage!,
Review_EN.txt,164,"This game is really bad. If you bite your tongue, you will have more fun!",
Review_EN.txt,165,[END],
Review_EN.txt,166,,
Review_EN.txt,167,[GAMEPLAY_30],
Review_EN.txt,168,The gameplay is unmotivating. The game just isn't fun.,
Review_EN.txt,169,The gameplay is immature and is not convincing in the least.,
Review_EN.txt,170,"The gameplay is very simplistic, which doesn't promise a great gaming experience.",
Review_EN.txt,171,I didn't have any fun with this review. It simply lacks the old gameplay.,
Review_EN.txt,172,The uninspired gameplay can't captivate in the long run. It is simply no fun.,
Review_EN.txt,173,The low effort gameplay lacks fresh ideas. The plot and story aren't any better.,
Review_EN.txt,174,The plot fits on a beer mat and gameplay didn't convince me!,
Review_EN.txt,175,The ancient Egyptians have called: They want their gameplay back. Hopelessly outdated!,
Review_EN.txt,176,The gameplay is undemanding. You have to look for a plot with a magnifying glass.,
Review_EN.txt,177,The gameplay has a few good ideas that are very poorly implemented.,
Review_EN.txt,178,"The gameplay is almost fun for the first few minutes. After that, everything gets repetitive.",
Review_EN.txt,179,The game mechanics are a pain to get used to. Boring!,
Review_EN.txt,180,"The plot is as exciting as a test pattern, and the gameplay undemanding.",
Review_EN.txt,181,"Unfortunately, the developers have totally screwed up the game mechanics. The game is just boring!",
Review_EN.txt,182,"The game mechanics are very simple. After 30 minutes at the latest, even the most patient gamer will be bored.",
Review_EN.txt,183,[END],
Review_EN.txt,184,,
Review_EN.txt,185,[GRAPHIC_30],
Review_EN.txt,186,"Another word about the graphics: Unfortunately, no effort was made here!",
Review_EN.txt,187,The graphical representation is lowest quality. The graphics were probably an after-thought.,
Review_EN.txt,188,The graphics are far from what would have been feasible on this system.,
Review_EN.txt,189,The graphics are extremely monotonous. Other games with this genre have much better graphics.,
Review_EN.txt,190,"The graphics are below average. Out of 100 games, at least 95 look better. ",
Review_EN.txt,191,Apparently the developers were color blind. Otherwise I can't explain this bad graphics.,
Review_EN.txt,192,The graphics of the game are uncharitable. The developers should have spent more time on the graphics of the game. ,
Review_EN.txt,193,"Unfortunately, the graphics look very outdated. This results in deductions in the overall rating.",
Review_EN.txt,194,"Visually, the game is mostly below average. Not a good job by the graphic designers!",
Review_EN.txt,195,"Unfortunately, the developers did everything wrong with the game's graphics. ",
Review_EN.txt,196,"The graphics could be worse, but also significantly better.",
Review_EN.txt,197,Tip to the developer: Next time invest a little more time in the graphics.,
Review_EN.txt,198,The graphics are below average.,
Review_EN.txt,199,[END],
Review_EN.txt,200,,
Review_EN.txt,201,[SOUND_30],
Review_EN.txt,202,The game's soundtracks are subpar and the sound effects are scratchy.,
Review_EN.txt,203,The simple sound effects from the speakers don't allow for a higher rating.,
Review_EN.txt,204,The sounds are not up to standard on this system. Bad!,
Review_EN.txt,205,The simple sound effects and the lame soundtrack were not convincing in the least.,
Review_EN.txt,206,"Unfortunately, the simple sound effects do not match the usual quality of such games.",
Review_EN.txt,207,"The sound effects sound so bad, I thought my speakers were broken.",
Review_EN.txt,208,The soundtrack is just tolerable. But the fluctuating volume of the mediocre sound effects is annoying.,
Review_EN.txt,209,The sound effects are an insult to my ears. This was not a good job by the sound designers.,
Review_EN.txt,210,The sound effects of this game are below average and the soundtrack is not catchy. ,
Review_EN.txt,211,My electric razor sounds better than the sound effects from this game.,
Review_EN.txt,212,"The music is quite nice at the beginning, but starts to get annoying after a few minutes.",
Review_EN.txt,213,"Unfortunately, the sound effects and soundtrack don't match the gameplay at all.",
Review_EN.txt,214,Do you know the boring music in department stores? This is what the soundtrack of this game sounds like.,
Review_EN.txt,215,The music seems completely uninspired and the sound effects are executed poorly.,
Review_EN.txt,216,"Unfortunately, the sound effects had to be created by amateurs. ",
Review_EN.txt,217,The sound effects are technically completely outdated. Much more is possible on this game system.,
Review_EN.txt,218,[END],
Review_EN.txt,219,,
Review_EN.txt,220,[CONTROL_30],
Review_EN.txt,221,The controls are very inaccurate. This considerably reduces the game's fun.,
Review_EN.txt,222,The imprecise controls are frustrating. This makes the game less fun.,
Review_EN.txt,223,The complicated operation is truly not for casual gamers!,
Review_EN.txt,224,The controls don't leave a good impression at all. Simply too complicated!,
Review_EN.txt,225,The controls are anything but optimal. This quickly leads to frustration.,
Review_EN.txt,226,The complicated controls are not for beginners. Even pro gamers will have problems.,
Review_EN.txt,227,"Due to the complicated and imprecise controls, the game can't show its strengths.",
Review_EN.txt,228,The controls are far too complicated. This could have been done better in a different way!,
Review_EN.txt,229,What is the difference between this control and quantum physics? Quantum physics is easier to understand.,
Review_EN.txt,230,"You quickly get annoyed with this control. Unfortunately, I have to deduct points from the overall rating for this.",
Review_EN.txt,231,Control of the game is very complicated. Again and again you lose control of the game. This is not fun.,
Review_EN.txt,232,The control feels like trying to perform an operation with an excavator.,
Review_EN.txt,233,Positive: The main menu is easy to control. Negative: The controls of the actual game are a disaster.,
Review_EN.txt,234,Genre standards were simply ignored in the controls. Other games do this much better!,
Review_EN.txt,235,"If you like loss of control, you'll love this game. Everyone else will be annoyed.",
Review_EN.txt,236,Control of the game is much too complicated. Looking at the manual becomes routine.,
Review_EN.txt,237,[END],
Review_EN.txt,238,,
Review_EN.txt,239,[TOTAL_30],
Review_EN.txt,240,The developers really didn't do themselves proud with this game!,
Review_EN.txt,241,This game is a disappointment even for fans of the genre!,
Review_EN.txt,242,My conclusion: Even genre fans should give this game a wide berth!,
Review_EN.txt,243,"My opinion: If you have been waiting for this game, you should reconsider purchasing!",
Review_EN.txt,244,This game will not entertain anyone for long. A disappointment!,
Review_EN.txt,245,Those who expect a lot from this game will be disappointed.,
Review_EN.txt,246,The game is only a recommendation for hardcore gamers with nothing else better to play.,
Review_EN.txt,247,The game is the textbook definition of mediocre.,
Review_EN.txt,248,Let's face it: there are enough better games out there.,
Review_EN.txt,249,Conclusion: Nothing about this game is unique. Not worth buying!,
Review_EN.txt,250,"My conclusion: Games should be a pleasure, not an implement of torture. That works much better.",
Review_EN.txt,251,The game has a few good ideas that were executed quite badly. No recommendation.,
Review_EN.txt,252,"With a professional developer, it might have been a good game.",
Review_EN.txt,253,"In the end, the game is just flawed. No one needs this in their collection.",
Review_EN.txt,254,"Too bad, the game could have been quite fun. Unfortunately, many mistakes were made during development.",
Review_EN.txt,255,"Unfortunately, it is only enough for the ""poor"" seal of approval.",
Review_EN.txt,256,The game is an unpolished overall package that can't keep up with the competition.,
Review_EN.txt,257,The game is a complete failure. A lot must have gone wrong during development.,
Review_EN.txt,258,"A really boring game! In the end, you just wonder what the developers are by profession.",
Review_EN.txt,259,[END],
Review_EN.txt,260,,
Review_EN.txt,261,[GAMEPLAY_40],
Review_EN.txt,262,The unpolished gameplay doesn't allow for much fun. Too bad!,
Review_EN.txt,263,The gameplay is simply boring. I don't like it!,
Review_EN.txt,264,The old and unpolished gameplay put me to sleep quickly.,
Review_EN.txt,265,The boring plot and simple gameplay only motivate for a very short time.,
Review_EN.txt,266,The gameplay is very simple. That's why I didn't have much fun doing this review.,
Review_EN.txt,267,"Gameplay-wise, this title is not very exciting. The gameplay is unpolished and boring.",
Review_EN.txt,268,The boring storyline and the simple gameplay don't allow for much gaming pleasure.,
Review_EN.txt,269,"Unfortunately, the game just could not win me over. Weaknesses in the gameplay can be found everywhere.",
Review_EN.txt,270,"Unfortunately, the uncreative gameplay doesn't offer anything new. Therefore, boredom quickly sets in.",
Review_EN.txt,271,The gameplay is outdated and loses it's luster quickly.,
Review_EN.txt,272,"In terms of gameplay, the game is as exciting as a day of chores.",
Review_EN.txt,273,The gameplay is below average. The plot fits on a matchbox.,
Review_EN.txt,274,The plot is unimaginative and the gameplay is not motivating.,
Review_EN.txt,275,"The game mechanics are unpolished, and can't keep up with similar games.",
Review_EN.txt,276,"Unfortunately, the gameplay doesn't offer anything new. A lot has been copied from other games.",
Review_EN.txt,277,The gameplay has been copied from average titles. No new ideas were implemented.,
Review_EN.txt,278,The gameplay is as varied as assembly line work. I don't enjoy it.,
Review_EN.txt,279,The game mechanics have been seen 1000 times before. New ideas seem to have been deliberately left out.,
Review_EN.txt,280,The gameplay is devoid of innovation. The plot is average at best.,
Review_EN.txt,281,[END],
Review_EN.txt,282,,
Review_EN.txt,283,[GRAPHIC_40],
Review_EN.txt,284,"Unfortunately, the graphics are not convincing. It's below average even by genre standards.",
Review_EN.txt,285,The graphics are below average at best. One could have expected more here.,
Review_EN.txt,286,"Even by genre standards, more attention could have been paid to the graphics overall design.",
Review_EN.txt,287,The graphics look unpolished. The competition has already done this better.,
Review_EN.txt,288,The outdated graphics are unpolished and don't deserve a medal.,
Review_EN.txt,289,The unpolished graphical representation is subpar at best.,
Review_EN.txt,290,The graphic designers didn't seem to have much desire. The result is below average graphics.,
Review_EN.txt,291,"If you are a graphics fan, steer clear of this game.",
Review_EN.txt,292,"Unfortunately, the graphics didn't blow me away. Maybe the game has other strengths.",
Review_EN.txt,293,"Visually, the game looks absolutely bland.",
Review_EN.txt,294,The low-detail graphics didn't blow me away. They are below average.,
Review_EN.txt,295,To say the graphics look like someone spat at the monitor is an exaggeration. It is pretty ugly.,
Review_EN.txt,296,The game's graphics are severely below the state of the art.,
Review_EN.txt,297,The genre really deserves better graphics. This one is below average.,
Review_EN.txt,298,The developer did not understand that computer games are a visual medium. I can't explain the unpolished graphics any other way.,
Review_EN.txt,299,The graphics look poorly detailed and unpolished. The competition does a much better job.,
Review_EN.txt,300,[END],
Review_EN.txt,301,,
Review_EN.txt,302,[SOUND_40],
Review_EN.txt,303,"Unfortunately, the sound has weaknesses and does not take advantage of the system's capabilities.",
Review_EN.txt,304,"Unfortunately, only monotonous music comes out of the speakers. Not nice!",
Review_EN.txt,305,The sound effects are below the genre standard. I am used to hearing better.,
Review_EN.txt,306,No effort was made with the sounds and the soundtrack didn't fair much better.,
Review_EN.txt,307,The few sound effects are not very impressive. Most players are used to better.,
Review_EN.txt,308,The digitized sound effects offer little variety. I would have wished for more.,
Review_EN.txt,309,The sound is technically poor and outdated.,
Review_EN.txt,310,"The music is acceptable, but the sound effects are extremely annoying.",
Review_EN.txt,311,The sound effects unfortunately sound like they were cobbled together a week before release.,
Review_EN.txt,312,"The song in the menu sounds great! After that, it is better to turn off the sound.",
Review_EN.txt,313,"The sound effects sound like they were made by two people. One very talented, one an amateur.",
Review_EN.txt,314,The music does not fit the game at all. The sound effects are average.,
Review_EN.txt,315,The music sounds like riding an elevator endlessly. Simply too monotonous!,
Review_EN.txt,316,The sound effects are actually acceptable. It just doesn't fit the genre and the game.,
Review_EN.txt,317,[END],
Review_EN.txt,318,,
Review_EN.txt,319,[CONTROL_40],
Review_EN.txt,320,The annoying controls will make the average player fall into despair.,
Review_EN.txt,321,The complicated controls are annoying. Most players will quickly become frustrated.,
Review_EN.txt,322,The controls are absolute rubbish.,
Review_EN.txt,323,The terribly complicated controls spoil the gameplay even for genre fans.,
Review_EN.txt,324,The controls should have been much better. Playing like this is no fun.,
Review_EN.txt,325,It takes a while to understand the controls of the game.,
Review_EN.txt,326,The unpolished controls were quite annoying at times. ,
Review_EN.txt,327,Life is too short to learn the complicated controls of the game.,
Review_EN.txt,328,The controls feel extremely imprecise. I just could not come to grips with the controls.,
Review_EN.txt,329,"With a lot of practice, you can adjust to the rubbish factor. However, it is not fun.",
Review_EN.txt,330,"No one in the editorial team was satisfied with the controls. Even in the menus, the controls are too complicated. ",
Review_EN.txt,331,About the controls: the game shows that you can make simple things very complicated.,
Review_EN.txt,332,[END],
Review_EN.txt,333,,
Review_EN.txt,334,[TOTAL_40],
Review_EN.txt,335,Even as a lover of this genre you won't get your money's worth.,
Review_EN.txt,336,Fans of this genre should think twice about whether it is worth buying.,
Review_EN.txt,337,"The game is fun for about the first 30 minutes. After that, the motivation to keep playing drops rapidly!",
Review_EN.txt,338,My conclusion: The game is simply not fun at all. There is no joy in playing this!,
Review_EN.txt,339,"Since the game lacks polish, I can't recommend it.",
Review_EN.txt,340,"Conclusion about the game: If you like it, go ahead. I'd rather do without!",
Review_EN.txt,341,I can only recommend this game to hardcore fans of the genre. All others: Hands off!,
Review_EN.txt,342,"The first moments are great, after that boredom sets in quickly!",
Review_EN.txt,343,"Unfortunately, it wasn't even enough to be considered average.",
Review_EN.txt,344,Hardcore fans of the genre should give it a try. Everyone else need not consider a purchase.,
Review_EN.txt,345,Conclusion: The game has few strengths and many weaknesses.,
Review_EN.txt,346,"With more attention to detail, it could have become at least an average title.",
Review_EN.txt,347,My conclusion: The game doesn't even deserve a 50 rating!,
Review_EN.txt,348,"In the end, it remains to say that it is not enough to be a big hit. Its not even a minor hit.",
Review_EN.txt,349,"This game definitely has strengths, but it makes too many mistakes and spoils your fun.",
Review_EN.txt,350,"The conclusion: I was looking forward to the game. Unfortunately once I played it, I was disappointed.",
Review_EN.txt,351,[END],
Review_EN.txt,352,,
Review_EN.txt,353,[GAMEPLAY_50],
Review_EN.txt,354,The extremely tough gameplay doesn't allow for a lot of gaming fun.,
Review_EN.txt,355,The minimalistic gameplay looks very outdated.,
Review_EN.txt,356,The gameplay is unbalanced and does not satisfy.,
Review_EN.txt,357,The plot doesn't convince me and the gameplay is unbalanced,
Review_EN.txt,358,"An interesting game concept, which quickly turned out to be boring.",
Review_EN.txt,359,"If this average gameplay becomes the standard, the genre will soon be in crisis.",
Review_EN.txt,360,"In theory, the game mechanics sounded better than they are in practice.",
Review_EN.txt,361,There are no innovations in the gameplay. The developer is satisfied with average.,
Review_EN.txt,362,"We would have been happy about more innovations in the gameplay. As it is, it's just mediocre.",
Review_EN.txt,363,The uninspired gameplay turns the game into a mass product.,
Review_EN.txt,364,"The game mechanics show a few good approaches, but they are poorly implemented.",
Review_EN.txt,365,"The developers promised us many innovations in the gameplay. Unfortunately, it's just boring and uninspired.",
Review_EN.txt,366,The plot is as exciting as grandma's paperbacks. The gameplay is not much better.,
Review_EN.txt,367,"The word ""boring"" describes gameplay and plot quite well.",
Review_EN.txt,368,This genre deserves more than such average game mechanics.,
Review_EN.txt,369,"The plot is bearable, but the developers should have worked on the gameplay.",
Review_EN.txt,370,The gameplay is simply monotonous. We would have liked to see more creativity.,
Review_EN.txt,371,[END],
Review_EN.txt,372,,
Review_EN.txt,373,[GRAPHIC_50],
Review_EN.txt,374,"Unfortunately, the unpolished graphics are not convincing. The competition has done a better job.",
Review_EN.txt,375,The functional graphics are not really convincing. I don't like it.,
Review_EN.txt,376,The graphics are not as detailed as some other titles.,
Review_EN.txt,377,"Unfortunately, the graphics are mediocre at best, even by genre standards.",
Review_EN.txt,378,The graphical representation is just about mediocre and doesn't leave anyone amazed.,
Review_EN.txt,379,"The graphic effects are not very spectacular, but can't blow anyone away.",
Review_EN.txt,380,The graphics will not win a beauty award. Average at best.,
Review_EN.txt,381,"The graphics look too unpolished, which does not allow for a better rating.",
Review_EN.txt,382,The presentation of the game looks as if it has been seen many times before.,
Review_EN.txt,383,"Visually, the game can only be described as ""mediocre"".",
Review_EN.txt,384,The graphics look loveless and unpolished to me.,
Review_EN.txt,385,The utilitarian graphics didn't blow any of us away.,
Review_EN.txt,386,Games with the same genre already have much better graphics.,
Review_EN.txt,387,"The game's graphics aren't a disaster, but they don't deserve an award either.",
Review_EN.txt,388,"If you don't have high demands for graphics, you can live with it.",
Review_EN.txt,389,"The graphics of the game are acceptable. However, I would have liked to see more attention to detail.",
Review_EN.txt,390,"Graphically, the game is only ordinary average. ",
Review_EN.txt,391,"The graphics of this title were apparently only a secondary concern. In the end, it is only average.",
Review_EN.txt,392,[END],
Review_EN.txt,393,,
Review_EN.txt,394,[SOUND_50],
Review_EN.txt,395,The sound effects and the below-average soundtrack are a real letdown. ,
Review_EN.txt,396,The sound is ok. But the soundtrack doesn't knock my socks off.,
Review_EN.txt,397,The music and sound effects are quite acceptable with a few exceptions. ,
Review_EN.txt,398,"The sound effects are acceptable, but can't meet today's standards.",
Review_EN.txt,399,"The sound effects won't blow anyone away, and the soundtrack is also only average.",
Review_EN.txt,400,"Unfortunately, the few spectacular sound effects can't fully convince.",
Review_EN.txt,401,The sound effects are quite okay. But unfortunately it wasn't enough for a higher rating.,
Review_EN.txt,402,The sound is not as annoying as the sound of a vacuum cleaner. But not much better either!,
Review_EN.txt,403,"The music is solid, but monotonous. The sound effects are mediocre.",
Review_EN.txt,404,"Unfortunately, the game's sound effects can't really convince.",
Review_EN.txt,405,What makes the sound special? Nothing! But I have seen worse.,
Review_EN.txt,406,The music would also have fit a screensaver. The sound effects are not worth mentioning.,
Review_EN.txt,407,"The sound designers seem to have made an effort to create decent sound effects. Unfortunately, there are far too few!",
Review_EN.txt,408,The soundtracks would be really good if they matched the game. But that is not the case.,
Review_EN.txt,409,The sound effects probably come from a standard library. Everything is just average quality.,
Review_EN.txt,410,[END],
Review_EN.txt,411,,
Review_EN.txt,412,[CONTROL_50],
Review_EN.txt,413,The below-average controls cause frustration at some points.,
Review_EN.txt,414,You have to get used to the game's controls. Frustration is inevitable at some points.,
Review_EN.txt,415,I find the controls of the game a bit too complicated!,
Review_EN.txt,416,"Unfortunately, the game's controls are not well done. You are often overwhelmed.",
Review_EN.txt,417,Control of the game is not a strong point of the game.,
Review_EN.txt,418,The unfamiliar controls need some time to get used to. This could have been solved better.,
Review_EN.txt,419,The game's controls could not convince any of us. Now and then a little imprecise.,
Review_EN.txt,420,The handling does not sweep you off your feet. Sometimes it rather causes problems.,
Review_EN.txt,421,The controls are genre average. That's all that can be written about it.,
Review_EN.txt,422,"Despite simple controls of the game, I had some problems with the accuracy during the review.",
Review_EN.txt,423,"Unfortunately, the game's controls are not intuitive enough. So only mediocrity remains.",
Review_EN.txt,424,"The game's controls make complicated things simple. Unfortunately, it also makes simple things complicated.",
Review_EN.txt,425,"The game's controls serve their purpose, with no particular strengths or weaknesses.",
Review_EN.txt,426,The game's less intuitive controls don't allow for a higher score here.,
Review_EN.txt,427,[END],
Review_EN.txt,428,,
Review_EN.txt,429,[TOTAL_50],
Review_EN.txt,430,The game could have been a decent game with capable programmers. Too bad!,
Review_EN.txt,431,This title is a mediocre game that leaves a lot to be desired.,
Review_EN.txt,432,Not a must-have game. Only for genre fans.,
Review_EN.txt,433,"In conclusion, this is not a game I would recommend to anyone.",
Review_EN.txt,434,Conclusion: A below-average game that quickly becomes boring.,
Review_EN.txt,435,My opinion: Only die-hard genre fans should check out this title.,
Review_EN.txt,436,The conclusion: the game was simply released too early.,
Review_EN.txt,437,Genre fans may have fun with this game. All others: Hands off!,
